strain	lineage_PANGOLIN	missing	coverage	gisaid	date	country	region	gender	age	lineage_GISAID	EPI
hCoV-19/USA/CA-HLX-STM-6XJNR53G6/2022	BA.5.1.25	6	0.998495134267465	gisaid	2022-08-25	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15044479
hCoV-19/USA/CA-HLX-STM-6YT8UM29F/2022	BA.5.1.25	746	0.973614687489549	gisaid	2022-07-08	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14220231
hCoV-19/USA/CA-HLX-STM-79MKPHSE9/2022	BA.5.1.25	1984	0.927900210681203	gisaid	2022-07-05	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14059622
hCoV-19/USA/CA-HLX-STM-7UCR8S5YE/2022	BA.5.1.25	4	0.997759422131559	gisaid	2022-08-01	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14627918
hCoV-19/USA/CA-HLX-STM-7UTWS3Z6G/2022	BA.5.1.25	2	0.997692539210113	gisaid	2022-08-05	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14626304
hCoV-19/USA/CA-HLX-STM-83DVJNCR4/2022	BA.5.1.25	2	0.998628900110357	gisaid	2022-07-21	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14374682
hCoV-19/USA/CA-HLX-STM-863Q7YMTR/2022	BA.5.1.25	4	0.998528575728188	gisaid	2022-08-19	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15044482
hCoV-19/USA/CA-HLX-STM-8VAU8J6AA/2022	BA.5.1.25	0	0.99933117078554	gisaid	2022-07-20	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14375063
hCoV-19/USA/CA-HLX-STM-92XFHBA2V/2022	BA.5.1.25	0	1	gisaid	2022-06-27	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_13979292
hCoV-19/USA/CA-HLX-STM-938PVHHED/2022	BA.5.1.25	0	0.99866234157108	gisaid	2022-07-26	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14531130
hCoV-19/USA/CA-HLX-STM-93U4AQR92/2022	BA.5.1	2272	0.920442764939973	gisaid	2022-08-04	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14626346
hCoV-19/USA/CA-HLX-STM-95CAWGESA/2022	BA.5.1.25	79	0.995920141791793	gisaid	2022-09-08	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15257227
hCoV-19/USA/CA-HLX-STM-9BJ8JCE2Y/2022	BA.5.1.25	2	0.999866234157108	gisaid	2022-08-13	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14802728
hCoV-19/USA/CA-HLX-STM-9BYZSSRXN/2022	BA.5.1.25	3	0.998929873256864	gisaid	2022-07-30	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14530036
hCoV-19/USA/CA-HLX-STM-9HBSXTPX4/2022	BA.5.1.25	0	0.999866234157108	gisaid	2022-07-23	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14531281
hCoV-19/USA/CA-HLX-STM-9PHC58DZ7/2022	BA.5.1.25	0	0.998695783031803	gisaid	2022-08-18	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14902667
hCoV-19/USA/CA-HLX-STM-9RG3TEPYM/2022	BA.5.1.25	0	0.998695783031803	gisaid	2022-08-07	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14626364
hCoV-19/USA/CA-HLX-STM-9VFJEVUPR/2022	BA.5.1.25	0	0.99866234157108	gisaid	2022-07-27	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14531571
hCoV-19/USA/CA-HLX-STM-A74VCY45H/2022	BA.5.1.25	0	0.999933117078554	gisaid	2022-06-29	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_13979688
hCoV-19/USA/CA-HLX-STM-A9KRHDCMG/2022	BA.5.1.25	1	0.998729224492526	gisaid	2022-07-19	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14531566
hCoV-19/USA/CA-HLX-STM-AB64JC2N4/2022	BA.5.1.25	1	0.998963314717587	gisaid	2022-09-27	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15661328
hCoV-19/USA/CA-HLX-STM-ACAVWEBXX/2022	BA.5.1.25	1	0.99966558539277	gisaid	2022-08-24	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15044597
hCoV-19/USA/CA-HLX-STM-AE4UQWXAZ/2022	BA.5.1.25	0	1	gisaid	2022-07-26	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14530911
hCoV-19/USA/CA-HLX-STM-AF4MP6RNJ/2022	BA.5.1.25	0	0.999030197639033	gisaid	2022-08-26	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15044891
hCoV-19/USA/CA-HLX-STM-AJ8A45AZB/2022	BA.5.1.25	1	0.99966558539277	gisaid	2022-07-20	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14374083
hCoV-19/USA/CA-HLX-STM-AJMS6BRQB/2022	BA.5.1.25	2	0.998595458649634	gisaid	2022-08-16	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14902914
hCoV-19/USA/CA-HLX-STM-AKH5RN3PX/2022	BA.5.1.25	0	1	gisaid	2022-07-20	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14376004
hCoV-19/USA/CA-HLX-STM-AKS576BKA/2022	BA.5.1.25	0	0.999933117078554	gisaid	2022-07-20	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14375910
hCoV-19/USA/CA-HLX-STM-AMC8AQGA9/2022	BA.5.1.25	440	0.981707520984517	gisaid	2022-08-10	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14802111
hCoV-19/USA/CA-HLX-STM-AMU3CCG7K/2022	BA.5.1.25	0	1	gisaid	2022-07-26	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14374157
hCoV-19/USA/CA-HLX-STM-AW6BVGFJ3/2022	BA.5.1	2450	0.915827843360198	gisaid	2022-08-31	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15163949
hCoV-19/USA/CA-HLX-STM-AXHH33MG8/2022	BA.5.1.25	1	0.999966558539277	gisaid	2022-08-08	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14803292
hCoV-19/USA/CA-HLX-STM-B44U77HUJ/2022	BA.5.1.25	0	0.999431495167709	gisaid	2022-07-10	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14220687
hCoV-19/USA/CA-HLX-STM-BB7MSGKFE/2022	BA.5.1.25	340	0.987325686385981	gisaid	2022-08-10	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14803627
hCoV-19/USA/CA-HLX-STM-BEW85UFVY/2022	BA.5.1.25	1037	0.964953349162291	gisaid	2022-08-24	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15044229
hCoV-19/USA/CA-HLX-STM-BK699XAVK/2022	BA.5.1.25	0	1	gisaid	2022-07-31	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14530440
hCoV-19/USA/CA-HLX-STM-BU6AFRKK2/2022	BA.5.1.25	0	1	gisaid	2022-10-04	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15661364
hCoV-19/USA/CA-HLX-STM-BWYN8GPEB/2022	BA.5.1.25	2	0.997692539210113	gisaid	2022-09-22	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15661357
hCoV-19/USA/CA-HLX-STM-BXDARESR8/2022	BA.5.1	2229	0.923218406179982	gisaid	2022-08-16	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14903085
hCoV-19/USA/CA-HLX-STM-C4KPTKKRB/2022	BA.5.1.25	0	1	gisaid	2022-08-26	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15044266
hCoV-19/USA/CA-HLX-STM-C75G9KD7R/2022	BA.5.1.25	1	0.998528575728188	gisaid	2022-07-07	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14220753
hCoV-19/USA/CA-HLX-STM-CNJYHD8PZ/2022	BA.5.1.25	53	0.99598702471324	gisaid	2022-08-22	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15045451
hCoV-19/USA/CA-HLX-STM-D9X2Y8CTS/2022	BA.5.1.25	0	1	gisaid	2022-08-17	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14902575
hCoV-19/USA/CA-HLX-STM-D9YUBF95F/2022	BA.5.1.25	0	1	gisaid	2022-09-01	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15163828
hCoV-19/USA/CA-HLX-STM-DF4CATYAC/2022	BA.5.1.25	111	0.994983780891549	gisaid	2022-07-25	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14531244
hCoV-19/USA/CA-HLX-STM-DHNR22BSH/2022	BA.5.1	1632	0.943182958231616	gisaid	2022-08-04	USA	California	unknown	unknown	DJ.1	EPI_ISL_14627315
hCoV-19/USA/CA-HLX-STM-DJHDH4PCD/2022	BA.5.1.25	0	0.99866234157108	gisaid	2022-07-06	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14059683
hCoV-19/USA/CA-HLX-STM-DMU92Y3ZG/2022	BA.5.1.25	2	0.999866234157108	gisaid	2022-08-11	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14802703
hCoV-19/USA/CA-HLX-STM-DPPJQASQH/2022	BA.5.1.25	1	0.998595458649634	gisaid	2022-08-29	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15164001
hCoV-19/USA/CA-HLX-STM-DU6H6EJZA/2022	BA.5.1.25	598	0.976189679965221	gisaid	2022-06-30	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14059205
hCoV-19/USA/CA-HLX-STM-DUUQAP6RM/2022	BA.5.1	0	0.99866234157108	gisaid	2022-07-06	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_13979567
hCoV-19/USA/CA-HLX-STM-DX5F5Y4NY/2022	BA.5.1.25	1	0.999966558539277	gisaid	2022-08-30	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15044250
hCoV-19/USA/CA-HLX-STM-E3R9EZBMZ/2022	BA.5.1.25	0	0.998695783031803	gisaid	2022-09-03	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15163256
hCoV-19/USA/CA-HLX-STM-ECXCME4UB/2022	BA.5.1.25	1	0.99866234157108	gisaid	2022-09-14	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15275447
hCoV-19/USA/CA-HLX-STM-EDBJETR5B/2022	BA.5.1.25	1	0.999899675617831	gisaid	2022-08-09	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14803577
hCoV-19/USA/CA-HLX-STM-EKHY6URHU/2022	BA.5.1.25	2	0.999431495167709	gisaid	2022-07-21	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14374293
hCoV-19/USA/CA-HLX-STM-ETJH6V72E/2022	BA.5.1.25	0	1	gisaid	2022-07-10	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14219939
hCoV-19/USA/CA-HLX-STM-EWQH2T9RX/2022	BA.5.1.25	1	0.999899675617831	gisaid	2022-06-21	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_13702637
hCoV-19/USA/CA-HLX-STM-F68AG5AYX/2022	BA.5.1.25	46	0.996254556399023	gisaid	2022-08-19	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14902253
hCoV-19/USA/CA-HLX-STM-F6GSCR5XX/2022	BA.5.1.25	2	0.998595458649634	gisaid	2022-08-30	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15164134
hCoV-19/USA/CA-HLX-STM-FHEGKHSWF/2022	BA.5.2	4	0.998428251346019	gisaid	2022-07-14	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14376729
hCoV-19/USA/CA-HLX-STM-FMKVRS5EE/2022	BA.5.1.25	3	0.998461692806742	gisaid	2022-06-25	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14059276
hCoV-19/USA/CA-HLX-STM-FRX6A7AQM/2022	BA.5.1.25	1	0.999966558539277	gisaid	2022-08-01	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14530551
hCoV-19/USA/CA-HLX-STM-FUYRSNG26/2022	BA.5.1.25	984	0.964853024780122	gisaid	2022-07-13	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14376837
hCoV-19/USA/CA-HLX-STM-GF7FPJGZJ/2022	BA.5.1.25	0	0.999933117078554	gisaid	2022-07-18	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14375459
hCoV-19/USA/CA-HLX-STM-GGVV5WUR5/2022	BA.5.1.25	321	0.987827308296826	gisaid	2022-10-04	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15661302
hCoV-19/USA/CA-HLX-STM-GMTGWEPPJ/2022	BA.5.1.25	0	0.998595458649634	gisaid	2022-06-19	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_13702821
hCoV-19/USA/CA-HLX-STM-GMZPXSA4Y/2022	BA.5.1.25	1	0.999966558539277	gisaid	2022-07-06	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14221328
hCoV-19/USA/CA-HLX-STM-GXQ7FMYED/2022	BA.5.1.25	0	0.999933117078554	gisaid	2022-07-19	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14374799
hCoV-19/USA/CA-HLX-STM-H8NEPTSUZ/2022	BA.5.1.25	0	0.998628900110357	gisaid	2022-08-10	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14803685
hCoV-19/USA/CA-HLX-STM-HMSW8D4QJ/2022	BA.5.1.25	0	1	gisaid	2022-07-20	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14375564
hCoV-19/USA/CA-HLX-STM-HQHTCQBN3/2022	BA.5.1.25	0	1	gisaid	2022-08-28	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15044280
hCoV-19/USA/CA-HLX-STM-J7PQ2V628/2022	BA.5.1.25	0	0.998562017188911	gisaid	2022-07-25	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14530996
hCoV-19/USA/CA-HLX-STM-JAH2EHCUB/2022	BA.5.1.25	2628	0.908303514697522	gisaid	2022-08-06	USA	California	unknown	unknown	DJ.1	EPI_ISL_14802604
hCoV-19/USA/CA-HLX-STM-JPZ2ZZCV6/2022	BA.5.1.25	0	1	gisaid	2022-08-30	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15163907
hCoV-19/USA/CA-HLX-STM-JQ2883QEN/2022	BA.5.1.25	0	1	gisaid	2022-06-13	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_13586390
hCoV-19/USA/CA-HLX-STM-JW26G5MCA/2022	BA.5.1.25	1	0.999966558539277	gisaid	2022-09-22	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15461975
hCoV-19/USA/CA-HLX-STM-JWYY7EYTN/2022	BA.5.1.25	1	0.999197404942648	gisaid	2022-08-10	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14803214
hCoV-19/USA/CA-HLX-STM-K7HHEWAGV/2022	BA.5.1.25	0	0.999966558539277	gisaid	2022-08-22	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14902753
hCoV-19/USA/CA-HLX-STM-KA4ENJK99/2022	BA.5.1.25	0	0.998729224492526	gisaid	2022-08-16	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14801913
hCoV-19/USA/CA-HLX-STM-KGXRS92VP/2022	BA.5.1.25	678	0.975086111761362	gisaid	2022-08-03	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14627457
hCoV-19/USA/CA-HLX-STM-KN4MFHD9P/2022	BA.5.1.25	1	0.999966558539277	gisaid	2022-08-09	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14803728
hCoV-19/USA/CA-HLX-STM-KNHQ4RE5B/2022	BA.5.1.25	2	0.999866234157108	gisaid	2022-07-24	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14374447
hCoV-19/USA/CA-HLX-STM-KWPUQENNS/2022	BA.5.1.25	0	0.999933117078554	gisaid	2022-08-09	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14802700
hCoV-19/USA/CA-HLX-STM-KX7RP38KV/2022	BA.5.1.25	2	0.998595458649634	gisaid	2022-08-21	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15045563
hCoV-19/USA/CA-HLX-STM-KZG8R2GPQ/2022	BA.5.1.25	113	0.993980537069859	gisaid	2022-08-03	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14627069
hCoV-19/USA/CA-HLX-STM-M7FXEDVVS/2022	BA.5.1.25	1	0.999899675617831	gisaid	2022-07-12	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14219876
hCoV-19/USA/CA-HLX-STM-M99SS2K9F/2022	BA.5.1.25	1	0.999632143932047	gisaid	2022-08-02	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14628376
hCoV-19/USA/CA-HLX-STM-MGYG3NC47/2022	BA.5.1.25	3	0.998595458649634	gisaid	2022-07-17	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14376323
hCoV-19/USA/CA-HLX-STM-MH7A7WXWD/2022	BA.5.1.25	1	0.998628900110357	gisaid	2022-08-08	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14626835
hCoV-19/USA/CA-HLX-STM-MJWQZKRPU/2022	BA.5.1.25	0	0.999899675617831	gisaid	2022-08-01	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14628481
hCoV-19/USA/CA-HLX-STM-MPKRAVRNF/2022	BA.5.1.25	5	0.998495134267465	gisaid	2022-09-12	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15257359
hCoV-19/USA/CA-HLX-STM-MZK33GQHX/2022	BA.5.1.25	1	0.998528575728188	gisaid	2022-07-19	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14376640
hCoV-19/USA/CA-HLX-STM-N6XPN4RUS/2022	BA.5.1.25	0	0.99866234157108	gisaid	2022-07-29	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14529510
hCoV-19/USA/CA-HLX-STM-NDEJXJSBX/2022	BA.5.1.25	2	0.999933117078554	gisaid	2022-08-03	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14627798
hCoV-19/USA/CA-HLX-STM-NQDYCC42V/2022	BA.5.1.25	0	1	gisaid	2022-08-28	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15044690
hCoV-19/USA/CA-HLX-STM-NUVUXYWMN/2022	BA.5.1.25	0	1	gisaid	2022-08-04	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14626292
hCoV-19/USA/CA-HLX-STM-NWKWQUNQT/2022	BA.5.1.25	1	0.998695783031803	gisaid	2022-08-01	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14628652
hCoV-19/USA/CA-HLX-STM-P2SEX9A7X/2022	BA.5.1.25	425	0.984349396381634	gisaid	2022-07-25	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14531337
hCoV-19/USA/CA-HLX-STM-PHN7SFFFS/2022	BA.5.1.25	0	1	gisaid	2022-08-08	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14803343
hCoV-19/USA/CA-HLX-STM-PUHN7USUW/2022	BA.5.1	2713	0.903521385814132	gisaid	2022-06-13	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_13587291
hCoV-19/USA/CA-HLX-STM-PZEHBXU99/2022	BA.5.1.25	2	0.99899675617831	gisaid	2022-07-22	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14531588
hCoV-19/USA/CA-HLX-STM-Q3QS46MU7/2022	BA.5.1.25	0	0.998695783031803	gisaid	2022-08-02	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14529677
hCoV-19/USA/CA-HLX-STM-QBWCHC4G7/2022	BA.5.1.25	2269	0.921680098986724	gisaid	2022-09-01	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15163917
hCoV-19/USA/CA-HLX-STM-QGBRMHKDK/2022	BA.5.1.25	427	0.984483162224526	gisaid	2022-09-23	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15373213
hCoV-19/USA/CA-HLX-STM-QQDZ2RXXQ/2022	BA.5.1.25	1	0.999899675617831	gisaid	2022-06-24	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_13980505
hCoV-19/USA/CA-HLX-STM-R4YTC3SJ6/2022	BA.5.1.25	0	0.99866234157108	gisaid	2022-07-05	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14058112
hCoV-19/USA/CA-HLX-STM-R6DAKAF8N/2022	BA.5.1.25	0	0.998562017188911	gisaid	2022-08-01	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14628049
hCoV-19/USA/CA-HLX-STM-RAS4HPDV9/2022	BA.5.1.25	1838	0.938467712269672	gisaid	2022-07-14	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14376638
hCoV-19/USA/CA-HLX-STM-RGEK3V98U/2022	BA.5.1.25	2544	0.912684346052236	gisaid	2022-07-09	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14219589
hCoV-19/USA/CA-HLX-STM-RHMNTUQTD/2022	BA.5.1.25	0	0.999933117078554	gisaid	2022-09-04	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15256921
hCoV-19/USA/CA-HLX-STM-RK9J56D27/2022	BA.5.1.25	142	0.994181185834197	gisaid	2022-07-08	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14220550
hCoV-19/USA/CA-HLX-STM-RTEPPS6J6/2022	BA.5.1.25	104	0.995084105273718	gisaid	2022-10-31	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15952620
hCoV-19/USA/CA-HLX-STM-S9V7GF5NY/2022	BA.5.1.25	0	0.999933117078554	gisaid	2022-07-05	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_13979334
hCoV-19/USA/CA-HLX-STM-SD7GWE7GN/2022	BA.5.1.25	4	0.998829548874695	gisaid	2022-09-06	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15257326
hCoV-19/USA/CA-HLX-STM-SJX6PP37T/2022	BA.5.1.25	1	0.998528575728188	gisaid	2022-07-18	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14376023
hCoV-19/USA/CA-HLX-STM-SKY3XUWRC/2022	BA.5.1.25	0	1	gisaid	2022-08-05	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14626907
hCoV-19/USA/CA-HLX-STM-SMUUJT5Q7/2022	BA.5.1.25	3	0.998461692806742	gisaid	2022-08-10	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14803021
hCoV-19/USA/CA-HLX-STM-STNEBD9D5/2022	BA.5.1.25	1	0.99866234157108	gisaid	2022-08-26	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15044532
hCoV-19/USA/CA-HLX-STM-T2XJ8M8Z2/2022	BA.5.1.25	7	0.99832792696385	gisaid	2022-08-08	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14803005
hCoV-19/USA/CA-HLX-STM-TE8TU3NDP/2022	BA.5.1.25	0	1	gisaid	2022-07-08	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14220871
hCoV-19/USA/CA-HLX-STM-TFQMREZ5F/2022	BA.5.1.25	1	0.998595458649634	gisaid	2022-07-01	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14377196
hCoV-19/USA/CA-HLX-STM-THSARK93E/2022	BA.5.1.25	0	0.999933117078554	gisaid	2022-08-05	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14627083
hCoV-19/USA/CA-HLX-STM-TJM2CPKNP/2022	DJ.1	6	0.997625656288667	gisaid	2022-10-31	USA	California	unknown	unknown	DJ.1	EPI_ISL_15952116
hCoV-19/USA/CA-HLX-STM-TPKC9YQR5/2022	BA.5.1.25	0	0.998628900110357	gisaid	2022-07-26	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14531574
hCoV-19/USA/CA-HLX-STM-TQY5P6D98/2022	BA.5.1.25	0	1	gisaid	2022-07-21	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14531787
hCoV-19/USA/CA-HLX-STM-TTVB99QGK/2022	BA.5.1.25	2	0.998628900110357	gisaid	2022-08-18	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14902596
hCoV-19/USA/CA-HLX-STM-TZEKVAQH4/2022	BA.5.1.25	0	0.99866234157108	gisaid	2022-07-05	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14059607
hCoV-19/USA/CA-HLX-STM-U3YM863H7/2022	BA.5.1.25	0	0.99866234157108	gisaid	2022-07-20	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14374468
hCoV-19/USA/CA-HLX-STM-U736EPRMZ/2022	BA.5.1.25	2	0.999866234157108	gisaid	2022-07-21	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14374683
hCoV-19/USA/CA-HLX-STM-U8AG35Z54/2022	BA.5.1.25	0	0.99866234157108	gisaid	2022-10-19	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15952706
hCoV-19/USA/CA-HLX-STM-UEZ6QEMV5/2022	BA.5.1.25	4	0.998428251346019	gisaid	2022-07-25	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14531230
hCoV-19/USA/CA-HLX-STM-UFNQXYPK7/2022	BA.5.1.25	0	0.998695783031803	gisaid	2022-08-17	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14902079
hCoV-19/USA/CA-HLX-STM-UJS3DABTP/2022	BA.5.1.25	0	0.999866234157108	gisaid	2022-07-13	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14376547
hCoV-19/USA/CA-HLX-STM-UMWH7PYSD/2022	BA.5.1.25	0	0.999732468314216	gisaid	2022-08-04	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14626606
hCoV-19/USA/CA-HLX-STM-V87EUPSTE/2022	BA.5.1.25	254	0.991438986054911	gisaid	2022-09-11	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15257281
hCoV-19/USA/CA-HLX-STM-VBUGRQPSG/2022	BA.5.1.25	0	1	gisaid	2022-06-25	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_13831112
hCoV-19/USA/CA-HLX-STM-VDJH7GRC6/2022	BA.5.1	742	0.97294585827509	gisaid	2022-08-19	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15044956
hCoV-19/USA/CA-HLX-STM-VFJTNM5AG/2022	BA.5.1.25	4	0.998495134267465	gisaid	2022-07-26	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14531434
hCoV-19/USA/CA-HLX-STM-VHRGQ6TRJ/2022	BA.5.1.25	3	0.999832792696385	gisaid	2022-08-16	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14903014
hCoV-19/USA/CA-HLX-STM-VJ35JT4RD/2022	BA.5.1.25	1	0.999598702471324	gisaid	2022-08-12	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14802736
hCoV-19/USA/CA-HLX-STM-VSHWEDHCD/2022	BA.5.1.25	0	0.998695783031803	gisaid	2022-06-24	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_13853573
hCoV-19/USA/CA-HLX-STM-VW75VPKAG/2022	BA.5.1.25	0	1	gisaid	2022-07-12	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_14220309
hCoV-19/USA/CA-HLX-STM-W6FNAXCGG/2022	BA.5.1.25	0	0.998729224492526	gisaid	2022-10-10	USA	California	unknown	unknown	BA.5.1.25	EPI_ISL_15769195
